개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,건물용도명,기존게임업외업종명,노래방실수,데이터갱신시점,도로명주소,문화사업자구분명,문화체육업종명,방음시설여부,비디오재생기명,비상계단여부,비상구여부,상세영업상태명,상세영업상태코드,소방시설여부,시설면적,영업상태코드,음향시설여부,자동환기여부,전화번호,제공게임물명,제작취급품목내용,조명시설유무,조명시설조도,좌표정보(X),좌표정보(Y),주변환경명,지번주소,지상층수,지역구분명,지하층수,청소년실수,청소년실여부,총게임기수,총층수,통로너비,특수조명여부,편의시설여부,최종수정시점
3000000,CDFF2241142010000002,2010-11-25,,폐업,2016-04-19,,,,,종로3가 게임장,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 돈화문로5가길 1  (돈의동,(주)피카디리극장 지하2층)",유통관련업,청소년게임제공업,,,,,폐업,03,,17.54,03,,,,전체이용가,"철권테그토너먼트, 스트라이커 1945 Ⅱ",,,199155.544853099    ,452083.125538906    ,,서울특별시 종로구 돈의동 137 (주)피카디리극장 지하2층 ,,,,,,,,,,,2016-04-19 13:32:00
3000000,CDFF2241142013000001,2013-02-06,,폐업,2013-11-06,,,,,낙원,I,,,,2025-12-15 16:15:28,서울특별시 종로구 창신5나길 4 (창신동),유통관련업,청소년게임제공업,,,,,폐업,03,,33.93,03,,,,전체이용가,피쉬 카운터,,,200927.720370795    ,452401.225285186    ,,서울특별시 종로구 창신동 131-5 ,,,,,,,,,,,2013-11-06 13:36:37
3000000,CDFF2241142013000002,2013-05-16,,폐업,2013-07-23,,,,,종일게임장,I,,,,2025-12-15 16:15:28,서울특별시 종로구 돈화문로5길 34-3 (낙원동),유통관련업,청소년게임제공업,,,,,폐업,03,,59.13,03,,,,전체이용가,오바센스,,,199048.040126558    ,452062.313675827    ,,서울특별시 종로구 낙원동 195-3 1층 ,,,,,,,,,,,2013-07-24 09:27:12
3000000,CDFF2241142013000003,2013-10-24,,폐업,2015-03-20,,,,,신성 게임장,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 종로 387-1, 1층 (숭인동)",유통관련업,청소년게임제공업,,,,,폐업,03,,95,03,,,,전체이용가,피쉬카운터,,,201726.968400331    ,452489.553601855    ,,서울특별시 종로구 숭인동 183-22 ,,,,,,,,,,,2015-03-20 15:46:11
3000000,CDFF2241142014000001,2014-01-17,,폐업,2015-12-31,,,,03164,PSB 플스방,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 삼일대로 403-1, 4층 (인사동)",유통관련업,청소년게임제공업,,,,,폐업,03,,112.29,03,,,,전체이용가,월드사커 위닝일레븐2013,,,198811.965898086    ,452040.822179636    ,,서울특별시 종로구 인사동 75-4 4층 ,,,,,,,,,,,2015-12-31 16:09:54
3000000,CDFF2241142015000001,2015-05-15,,폐업,2016-04-14,,,,03106,영,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 종로 305-3, 2층 (창신동)",유통관련업,청소년게임제공업,,,,,폐업,03,,104.73,03,,,,전체이용가,보라보라,,,200953.828986465    ,452218.574010911    ,,서울특별시 종로구 창신동 542-5 2층 ,,,,,,40,,,,,2016-04-14 20:06:19
3000000,CDFF2241142016000001,2016-08-19,,폐업,2017-01-12,,,,03190,뽑다방,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 종로 82-1, 1층 (종로2가, 부봉빌딩)",유통관련업,청소년게임제공업,,,,,폐업,03,,91.8,03,,,,전체이용가,"뉴 미주 크레인15대, 자이언트 캡쳐 2대, 짱 2대",,,198751.053912826    ,451962.484078847    ,,서울특별시 종로구 종로2가 75-4 1층 ,,,,,,19,,,,,2017-01-12 10:18:47
3000000,CDFF2241142016000002,2016-09-07,,폐업,2020-09-29,,,,03189,리가플스방,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 종로12길 14, 5층 (관철동, 해덕빌딩)",유통관련업,청소년게임제공업,,,,,폐업,03,,233.59,03,,,,전체이용가,프로에볼루션사커,,,198656.933623902    ,451906.850293023    ,,서울특별시 종로구 관철동 19-1 5층 ,,,,,,27,,,,,2020-09-29 16:03:37
3000000,CDFF2241142016000004,2016-10-07,,폐업,2020-12-17,,,,03101,토이N조이,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 창신길 33-1, 1층 (창신동)",유통관련업,청소년게임제공업,,,,,폐업,03,,44.52,03,,,,전체이용가,"멘토스 2대, 러브푸시 2대, 해피하우스 4대,스위트 박스 2대",,,200864.341849771    ,452314.350455062    ,,서울특별시 종로구 창신동 651-26 1층 ,,,,,,,,,,,2020-12-17 10:44:36
3000000,CDFF2241142016000007,2016-12-19,,폐업,2018-04-19,,,,03190,뽑기월드,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 삼일대로19길 24, 1층 (관철동)",유통관련업,청소년게임제공업,,,,,폐업,03,,61.83,03,,,,전체이용가,"마켓크레프트2 2대, 마켓크레프트3 15대",,,198712.246685116    ,451930.87120377     ,,서울특별시 종로구 관철동 14-7 1층 ,,,,,,17,,,,,2018-04-19 09:48:13
3000000,CDFF2241142017000001,2017-02-08,,폐업,2017-08-30,,,,03041,금천오락실,I,,,,2025-12-15 16:15:28,서울특별시 종로구 자하문로1길 21 (내자동),유통관련업,청소년게임제공업,,,,,폐업,03,,25,03,,,,전체이용가,"토이즈팝2대, 해피트윈멀티2대",,,197385.478858353    ,452676.050178151    ,,서울특별시 종로구 내자동 20 ,,,,,,4,,,,,2017-08-30 15:23:29
3000000,CDFF2241142017000005,2017-07-07,,폐업,2019-10-07,,,,03121,동대문 놀이터,I,,,,2025-12-15 16:15:28,서울특별시 종로구 종로54길 330-18 (창신동),유통관련업,청소년게임제공업,,,,,폐업,03,,26.4,03,,,,전체이용가,"토이즈팝 4대, 뽀끼뽀끼2 2대",,,201168.898834698    ,452210.864096503    ,,서울특별시 종로구 창신동 330-18 ,,,,,,6,,,,,2019-10-07 16:21:22
3000000,CDFF2241142017000006,2017-09-20,,폐업,2020-09-28,,,,03140,인형뽑기,I,,,,2025-12-15 16:15:28,"서울특별시 종로구 수표로 115-1, 젬누리빌딩 (낙원동)",유통관련업,청소년게임제공업,,,,,폐업,03,,39,03,,,,전체이용가,마켓크래프트 10대,,,198960.877015188    ,452149.495587908    ,,서울특별시 종로구 낙원동 211 젬누리빌딩 ,,,,,,,,,,,2020-09-28 18:58:13
3000000,CDFF2241142018000001,2018-01-02,,폐업,2020-05-20,,,,03133,익선동 콤콤오락실,I,,,,2025-12-15 16:15:28,서울특별시 종로구 돈화문로11다길 25 (익선동),유통관련업,청소년게임제공업,,,,,폐업,03,,23,03,,,027374788,전체이용가,"퍼니랜드 4대, 노래하는두더지 1대, 멘토스 1대, 퍼즐버블2 2대, 보글보글2 2대,스트리트파이터2대,메가맨2ㅂ대, 던전앤드래곤1대,1945 1대, 스노우브라더스2 1대, 메탈슬러그1대, 슈퍼슬램1대",,,199082.525996554    ,452338.960606834    ,,서울특별시 종로구 익선동 166-8 ,,,,,,18,,,,,2020-05-20 15:20:42
3000000,CDFF2241142018000002,2018-01-25,,폐업,2018-11-21,,,,03106,뽑기짱,I,,,,2025-12-15 16:15:28,서울특별시 종로구 창신길 40-2 (창신동),유통관련업,청소년게임제공업,,,,,폐업,03,,26.4,03,,,,전체이용가,"토이즈팝, 스마일크레인",,,200880.057801796    ,452344.250500934    ,,서울특별시 종로구 창신동 582-17 ,,,,,,,,,,,2018-11-21 09:27:25
3000000,CDFF2241142018000003,2018-04-13,,폐업,2022-03-15,,,,03190,EXTREME MAX ONE,I,,,,2025-12-15 16:15:28,서울특별시 종로구 삼일대로19길 24 (관철동),유통관련업,청소년게임제공업,,,,,폐업,03,,298.38,03,,,,전체이용가,"브이알탱크 1대, 코만도스나이퍼 1대, 오더업2대, 화이트캐슬 1대, 슈퍼루키2 1대, 드래곤펀치2 1대, 썬더SD 1대
등",,,198712.246685116    ,451930.87120377     ,,서울특별시 종로구 관철동 14-7 ,,,,,,32,,,,,2022-03-15 15:06:36
